"ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code"
"jiv","Shuar","South America",-3.45136,-78.1892,"shua1257","jiv"
"jpn","Japanese","Eurasia",35,135,"nucl1643","jpn"
"jqr","Jaqaru","South America",-12.8823,-75.8958,"jaqa1244","jqr"
"jru","Japrería","South America",10.5523,-72.7101,"japr1238","jru"
"kac","Jinghpaw","Eurasia",25.4634,97.3278,"kach1280","kac"
"kal","Kalaallisut","Eurasia",69.3761,-52.864,"kala1399","kal"
"kas","Kashmiri","Eurasia",34.166825,74.330455,"kash1277","kas"
"kat","Georgian","Eurasia",41.850397,43.78613,"nucl1302","kat"
"kbd","Kabardian","Eurasia",43.5082,43.3918,"kaba1278","kbd"
"kbh","Camsá","South America",1.14537,-76.8931,"cams1241","kbh"
"kbk","Grass Koiari","Papunesia",-9.51218,147.437,"gras1249","kbk"
"kbr","Kafa","Africa",7.34022,36.1718,"kafa1242","kbr"
"kbv","Dera (Indonesia)","Papunesia",-3.52309,140.947,"dera1245","kbv"
"kca","Kazym-Berezover-Suryskarer Khanty","Eurasia",62.4308,66.1218,"khan1273","kca"
"kek","Kekchí","North America",15.3788,-89.2452,"kekc1242","kek"
"ker","Kera","Africa",9.88165,15.1419,"kera1255","ker"
"ket","Ket","Eurasia",63.7551,87.5466,"kett1243","ket"
"kfe","Kota (India)","Eurasia",11.4978,76.9387,"kota1263","kfe"
"kff","Koya","Eurasia",17.6772,81.2096,"koya1251","kff"
"kgp","Kaingang","South America",-27.7671,-52.5394,"kain1272","kgp"
"kha","Khasi","Eurasia",24.977,91.9998,"khas1269","kha"
"khb","Lü","Eurasia",21.0321,101.282,"luuu1242","khb"
"khk","Halh Mongolian","Eurasia",48.324,106.289,"halh1238","khk"
"khl","Lusi","Papunesia",-5.55033,149.148,"lusi1240","khl"
"khm","Central Khmer","Eurasia",12.0515,105.015,"cent1989","khm"
"khr","Kharia","Eurasia",22.3571,84.3922,"khar1287","khr"
"kio","Kiowa","North America",34.9403,-98.9042,"kiow1266","kio"
"kir","Kirghiz","Eurasia",42,74,"kirg1245","kir"
"kjd","Southern Kiwai","Papunesia",-8.64889,143.244,"sout2949","kjd"
"kjg","Khmu","Eurasia",20.2463,101.671,"khmu1256","kjg"
"kjq","Western Keres","North America",34.9733,-107.517,"west2632","kjq"
"kjs","East Kewa","Papunesia",-6.32989,143.931,"east2516","kjs"
"kkw","Teke-Kukuya","Africa",-2.27122,14.4407,"teke1280","kkw"
"kla","Klamath-Modoc","North America",42.5861,-121.704,"klam1254","kla"
"klu","Klao","Africa",6.87233,-10.9214,"klao1243","klu"
"kmo","Kwoma","Papunesia",-4.08721,142.664,"kwom1262","kmo"
"kmr","Northern Kurdish","Eurasia",37,43,"nort2641","kmr"
"kna","Dera (Nigeria)","Africa",10.072,12.0256,"dera1248","kna"
"knc","Central Kanuri","Africa",11.8863,16.3918,"cent2050","knc"
"knn","Konkani","Eurasia",19.2414,73.9166,"konk1267","knn"
"kor","Korean","Eurasia",37.5,128,"kore1280","kor"
"kpk","Kpan","Africa",7.58343,10.1642,"kpan1246","kpk"
"kpm","Koho","Eurasia",11.6444,108.057,"koho1244","kpm"
"kpv","Komi-Zyrian","Eurasia",64.0527,54.946,"komi1268","kpv"
"kpy","Koryak","Eurasia",63.8977,166.695,"kory1246","kpy"
"kpz","Kupsabiny","Africa",1.33197,34.5991,"kups1238","kpz"
"kru","Kurukh","Eurasia",24.4644,86.4657,"kuru1302","kru"
"ksw","S'gaw Karen","Eurasia",17.9872,97.7126,"sgaw1245","ksw"
"ktg","Kalkutung","Australia",-21,139.5,"kalk1246","ktg"
"ktz","South-Eastern Ju","Africa",-19.688,20.7673,"juho1239","ktz"
"kun","Kunama","Africa",14.5879,37.5292,"kuna1268","kun"
"kup","Kunimaipa","Papunesia",-8.09371,146.908,"kuni1267","kup"
"kvn","Border Kuna","South America",7.92993,-77.1664,"bord1248","kvn"
"kwd","Kwaio","Papunesia",-8.93744,160.965,"kwai1243","kwd"
"kwk","Kwak'wala","North America",50.9269,-127.308,"kwak1269","kwk"
"kyh","Karok","North America",41.8228,-123.315,"karo1304","kyh"
"lbc","Lakkia","Eurasia",24.1169,110.106,"lakk1238","lbc"
"lbe","Lak","Eurasia",42.1328,47.0809,"lakk1252","lbe"
"lef","Lelemi","Africa",7.34549,0.50746,"lele1264","lef"
"lgg","Lugbara","Africa",3.02245,30.8642,"lugb1240","lgg"
"lhu","Lahu","Eurasia",21.2701,100.214,"lahu1253","lhu"
"lit","Lithuanian","Eurasia",55.1429,23.9601,"lith1251","lit"
"lkt","Lakota","North America",46.3699,-103.95,"lako1247","lkt"
"lme","Peve","Africa",9.16111,14.441,"peve1243","lme"
"lui","Luiseno","North America",33.3184,-116.939,"luis1253","lui"
"luo","Luo (Kenya and Tanzania)","Africa",-0.93296,34.4896,"luok1236","luo"
"lut","Northern Lushootseed","North America",48.42,-122.529,"lush1252","lut"
"maq","Chiquihuitlán Mazatec","North America",18.0541,-96.6659,"chiq1250","maq"
"mas","Masai","Africa",-3.1419,36.4573,"masa1300","mas"
"maz","Central Mazahua","North America",19.7357,-100.018,"cent2144","maz"
"mbl","Maxakalí","South America",-16.9402,-40.7891,"maxa1247","mbl"
"mcu","Cameroon Mambila","Africa",6.43829,11.41953,"came1252","mcu"
"mdd","Mbum","Africa",7.5789,14.2722,"mbum1254","mdd"
"mde","Maba (Chad)","Africa",12.89147,20.8889,"maba1277","mde"
"mdx","Dizin","Africa",6.1405,35.5763,"dizi1235","mdx"
"mfc","Mba","Africa",1.06885,25.143,"mbaa1245","mfc"
"mhj","Mogholi","Eurasia",34.2504,62.2802,"mogh1245","mhj"
"mhr","Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr"
"mig","San Miguel El Grande Mixtec","North America",17.0777,-97.5432,"sanm1295","mig"
"mjg","Tu","Eurasia",36.8177,102.117,"tuuu1240","mjg"
"mnc","Manchu","Eurasia",47.3122,126.557,"manc1252","mnc"
"moq","Mor (Bomberai Peninsula)","Papunesia",-2.85747,132.845,"morb1239","moq"
"mor","Moro","Africa",10.9194,30.2138,"moro1285","mor"
"mpb","Mullukmulluk","Australia",-13.2973,130.615,"mull1237","mpb"
"mph","Mawng","Australia",-11.8393,133.185,"maun1240","mph"
"mps","Dadibi","Papunesia",-6.65765,144.511,"dadi1250","mps"
"mqs","West Makian","Papunesia",0.45332,127.63,"west2600","mqs"
"mrt","Marghi Central","Africa",10.93854,13.0521,"marg1265","mrt"
"mrw","Maranao","Papunesia",7.79414,124.175,"mara1404","mrw"
"mto","Totontepec Mixe","North America",17.2157,-96.0179,"toto1305","mto"
"mur","Murle","Africa",6.69756,33.988,"murl1244","mur"
"mwf","Murriny Patha","Australia",-14.74852,129.70152,"murr1258","mwf"
"mwp","Kala Lagaw Ya","Papunesia",-10.6748,142.196,"kala1377","mwp"
"mya","Burmese","Eurasia",20.7926,93.9665,"nucl1310","mya"
"myp","Pirahã","South America",-6.77713,-61.8167,"pira1253","myp"
"mzm","Mumuye","Africa",8.90347,11.71545,"nucl1240","mzm"
"mzp","Movima","South America",-13.8115,-65.6348,"movi1243","mzp"
"nab","Southern Nambikuára","South America",-14.3707,-59.5187,"sout2994","nab"
"nan","Min Nan Chinese","Eurasia",24.5,118.17,"minn1241","nan"
"naq","Nama (Namibia)","Africa",-25.0747,17.9767,"nama1264","naq"
"nas","Naasioi","Papunesia",-6.46022,155.632,"naas1242","nas"
"nav","Navajo","North America",36.2106,-110.082,"nava1243","nav"
"nxq","Naxi","Eurasia",27.5,100,"naxi1245","nxq"
"ncj","Northern Puebla Nahuatl","North America",20.1356,-97.9814,"nort2957","ncj"
"ndv","Ndut","Africa",14.925,-16.9811,"ndut1239","ndv"
NA,NA,NA,NA,NA,"east1436",NA
"new","Kathmandu Valley Newari","Eurasia",27.2614,84.9577,"newa1246","new"
"nez","Nez Perce","North America",46.3073,-116.408,"nezp1238","nez"
"ngi","Ngizim","Africa",12.1051,11.0178,"ngiz1242","ngi"
"nhu","Noone","Africa",6.37256,10.5707,"noon1243","nhu"
"nie","Niellim","Africa",9.70362,17.81346,"niel1243","nie"
"nio","Nganasan","Eurasia",73.1354,86.2106,"ngan1291","nio"
"nir","Nimboran","Papunesia",-2.5803,140.179,"nucl1633","nir"
"niv","Nivkh","Eurasia",52.59,140.681,"gily1242","niv"
"njo","Ao Naga","Eurasia",26.3241,94.3824,"aona1235","njo"
"nmu","Northeast Maidu","North America",40.4102,-120.645,"nort2952","nmu"
"nob","Norwegian Bokmål","Eurasia",61.112,8.886,"norw1259","nob"
"nuk","Nuu-chah-nulth","North America",49.67,-126.67,"nuuc1236","nuk"
"nrb","Nara","Africa",15.3251,37.499,"nara1262","nrb"
"nut","Nung (Viet Nam)","Eurasia",20.8965,104.286,"nung1283","nut"
"nuy","Wubuy","Australia",-14.2623,135.753,"nung1290","nuy"
"nyi","Ama (Sudan)","Africa",12.0993,29.4332,"amas1236","nyi"
"nyp","Nyang'i","Africa",3.4997,33.73651,"nyan1313","nyp"
"oca","Ocaina","South America",-2.159,-72.1422,"ocai1244","oca"
"ogb","Ogbia","Africa",4.75352,6.34034,"ogbi1239","ogb"
"ojg","Eastern Ojibwa","North America",45.0112,-79.7503,"east2542","ojg"
"ood","Tohono O'odham","North America",31.7973,-111.995,"toho1245","ood"
"oru","Ormuri","Eurasia",32.6819,69.3444,"ormu1247","oru"
"pac","Pacoh","Eurasia",16.3353,107.094,"paco1243","pac"
"pay","Pech","North America",15.8033,-85.558,"pech1241","pay"
"pbb","Páez","South America",2.61516,-76.3125,"paez1247","pbb"
"pbh","Panare","South America",6.95035,-65.8483,"enap1235","pbh"
"pcc","Bouyei","Eurasia",24.8484,106.187,"bouy1240","pcc"
"pes","Western Farsi","Eurasia",28.6593,55.1586,"west2369","pes"
"plt","Plateau Malagasy","Africa",-19.5907,47.1211,"plat1254","plt"
"pom","Southeastern Pomo","North America",38.9354,-122.599,"sout2982","pom"
"pon","Pohnpeian","Papunesia",6.87212,158.223,"pohn1238","pon"
"prk","South Wa","Eurasia",22.8658,99.375,"para1301","prk"
"pst","Central Pashto","Eurasia",31.9153,69.4529,"cent1973","pst"
"pwn","Paiwan","Papunesia",22.3271,120.806,"paiw1248","pwn"
"pww","Pwo Northern Karen","Eurasia",18.016,98.2709,"pwon1235","pww"
"quh","South Bolivian Quechua","South America",-20.9201,-66.3331,"sout2991","quh"
"qui","Quileute","North America",47.9106,-124.603,"quil1240","qui"
"rgr","Resígaro","South America",-2.48139,-71.3578,"resi1247","rgr"
"ron","Romanian","Eurasia",46.3913,24.2256,"roma1327","ron"
"roo","Rotokas","Papunesia",-5.94339,155.154,"roto1249","roo"
"rro","Waima","Papunesia",-8.67145,146.544,"waim1251","rro"
"rus","Russian","Eurasia",59,50,"russ1263","rus"
"rut","Rutul","Eurasia",41.6187,47.3244,"rutu1240","rut"
"sad","Sandawe","Africa",-5.26918,35.4808,"sand1273","sad"
"sag","Sango","Africa",6.78584,20.1702,"sang1328","sag"
"sah","Sakha","Eurasia",61.6974,133.98,"yaku1245","sah"
"sed","Sedang","Eurasia",14.7793,108.027,"seda1262","sed"
"see","Seneca","North America",42.56,-77.53,"sene1264","see"
"sef","Cebaara Senoufo","Africa",9.50768,-6.15264,"ceba1235","sef"
"sel","Selkup","Eurasia",59.9409,82.3004,"selk1253","sel"
"ses","Koyraboro Senni Songhai","Africa",16.9634,-0.55187,"koyr1242","ses"
"set","Sentani","Papunesia",-2.6013,140.512,"nucl1632","set"
"shb","Ninam","South America",4.03894,-62.7801,"nina1238","shb"
"shi","Tachelhit","Africa",29.7854,-7.77879,"tach1250","shi"
"shs","Shuswap","North America",50.8734,-119.667,"shus1248","shs"
"sht","Shasta","North America",41.7587,-122.738,"shas1239","sht"
"sin","Sinhala","Eurasia",8,81,"sinh1246","sin"
"sja","Epena","South America",4.25877,-77.3566,"epen1239","sja"
"skd","Southern Sierra Miwok","North America",38.2363,-120.507,"sout2985","skd"
"slc","Sáliba","South America",5.30115,-69.3843,"sali1298","slc"
"sma","Southern Sami","Eurasia",62.8801,13.7006,"sout2674","sma"
"snn","Siona-Tetete","South America",0.31733,-76.0237,"sion1247","snn"
"snv","Sa'ban","Papunesia",3.58723,115.664,"saba1265","snv"
"som","Somali","Africa",4.778704,45.152856,"soma1255","som"
"spa","Spanish","Eurasia",40.4414,-1.11788,"stan1288","spa"
"spl","Selepet","Papunesia",-6.03532,147.234,"sele1250","spl"
"sqt","Soqotri","Eurasia",12.4892,53.9168,"soqo1240","sqt"
"srq","Sirionó","South America",-15.5298,-63.9688,"siri1273","srq"
"ntu","Natügu","Papunesia",-10.6771,165.835,"natu1246","ntu"
"sue","Suena","Papunesia",-7.76339,147.534,"suen1241","sue"
"svs","Savosavo","Papunesia",-9.12853,159.814,"savo1255","svs"
"swi","Sui","Eurasia",24.0488,106.563,"suii1243","swi"
"taj","Eastern Tamang","Eurasia",27.3239,87.0832,"east2347","taj"
"tay","Atayal","Papunesia",24.5209,121.388,"atay1247","tay"
"tba","Aikanã","South America",-12.6695,-60.5353,"aika1237","tba"
"tbi","Gaam","Africa",11.4674,33.9797,"gaam1241","tbi"
"tca","Ticuna","South America",-3.66289,-69.8723,"ticu1245","tca"
"tcy","Tulu","Eurasia",12.8114,75.2651,"tulu1258","tcy"
"teh","Tehuelche","South America",-47.5796,-68.3235,"tehu1242","teh"
"tel","Telugu","Eurasia",16.4529,78.7024,"telu1262","tel"
"tem","Timne","Africa",8.90294,-12.3331,"timn1235","tem"
"teq","Temein","Africa",11.8275,29.3898,"nucl1339","teq"
"tet","Tetum","Papunesia",-9.11217,125.528,"tetu1245","tet"
"tgc","Tigak","Papunesia",-2.70951,150.893,"tiga1245","tgc"
"tgl","Tagalog","Papunesia",14.06,121.747,"taga1270","tgl"
"tha","Thai","Eurasia",14.192,100.671,"thai1261","tha"
"thv","Tahaggart Tamahaq","Africa",22.5908,8.73169,"taha1241","thv"
"tig","Tigre","Africa",17.3494,38.2233,"tigr1270","tig"
"tiw","Tiwi","Australia",-11.6308,130.949,"tiwi1244","tiw"
"tiy","Tiruray","Papunesia",6.77321,124.127,"tiru1241","tiy"
"tli","Tlingit","North America",59.4447,-135.29,"tlin1245","tli"
"tlo","Tasomi-Tata","Africa",10.6453,30.4815,"talo1250","tlo"
"tma","Tama (Chad)","Africa",14.332,21.9951,"tama1331","tma"
"tml","Tamnim Citak","Papunesia",-5.57962,139.233,"tamn1235","tml"
"tna","Tacana","South America",-13.39249,-68.04056,"taca1256","tna"
"tnl","Lenakel","Papunesia",-19.4763,169.261,"lena1238","tnl"
"top","Papantla Totonac","North America",20.5671,-97.2554,"papa1238","top"
"tpm","Tampulma","Africa",9.75577,-1.35467,"tamp1252","tpm"
"tpx","Acatepec Me'phaa","North America",17.1034,-99.0602,"acat1239","tpx"
"tpy","Trumai","South America",-11.8119,-53.5717,"trum1247","tpy"
"tqo","Toaripi","Papunesia",-8.07231,146.206,"toar1246","tqo"
"tqw","Tonkawa","North America",30.25,-96.75,"tonk1249","tqw"
"trg","Lishán Didán","Eurasia",38,47,"lish1246","trg"
"tsi","Southern-Coastal Tsimshian","North America",52.59103,-128.544545,"nucl1649","tsi"
"tsu","Tsou","Papunesia",23.216,120.787,"tsou1248","tsu"
"tsz","Purepecha","North America",19.2467,-101.631,"pure1242","tsz"
"ttr","Tera","Africa",11.0376,11.80953,"tera1251","ttr"
"tun","Tunica","North America",30.9888,-92.5403,"tuni1252","tun"
"tur","Turkish","Eurasia",39.8667,32.8667,"nucl1301","tur"
"twf","Taos Northern Tiwa","North America",36.4277,-105.604,"nort1550","twf"
"tyv","Tuvinian","Eurasia",48.436,92.6693,"tuvi1240","tyv"
"tzh","Tzeltal","North America",16.6384,-92.2786,"tzel1254","tzh"
"ung","Ngarinyin","Australia",-16.4006,126.433,"ngar1284","ung"
"unr","Mundari","Eurasia",25.0391,87.1792,"mund1320","unr"
"uzn","Northern Uzbek","Eurasia",43.7489,59.231,"nort2690","uzn"
"vam","Vanimo","Papunesia",-2.68501,141.258,"vani1248","vam"
"vie","Vietnamese","Eurasia",20.681188,105.774071,"viet1252","vie"
"vmb","Mbabaram","Australia",-20.1389,143.438,"mbab1239","vmb"
"wao","Wappo","North America",38.25,-122.5,"wapp1239","wao"
"wap","Wapishana","South America",2.58744,-59.8021,"wapi1253","wap"
"wba","Warao","South America",7.50851,-59.3528,"wara1303","wba"
"wgi","Wahgi","Papunesia",-6.11629,144.665,"nucl1620","wgi"
"wic","Wichita","North America",35.0665,-98.1831,"wich1260","wic"
"wim","Wik-Mungkan","Australia",-13.98051,141.81611,"wikm1247","wim"
"wit","Wintu","North America",39.7176,-122.445,"wint1259","wit"
"wiy","Wiyot","North America",39.2492,-122.952,"wiyo1248","wiy"
"wnc","Wantoat","Papunesia",-6.15216,146.513,"want1252","wnc"
"wnu","Usan","Papunesia",-4.84265,145.362,"usan1239","wnu"
"woi","Kamang","Papunesia",-8.26897,124.792,"kama1365","woi"
"wol","Wolof","Africa",15.2534,-15.383,"nucl1347","wol"
"wrs","Waris","Papunesia",-3.139,140.931,"wari1266","wrs"
"wrz","Warray","Australia",-13.0941,131.236,"wara1290","wrz"
"wti","Berta","Africa",10.6474,34.7042,"bert1248","wti"
"wuu","Wu Chinese","Eurasia",29.8621,119.682,"wuch1236","wuu"
"wyb","Ngiyambaa","Australia",-30.6481,146.18,"wang1291","wyb"
"xaw","Kawaiisu","North America",36.0538,-118.679,"kawa1283","xaw"
"xom","Komo (Sudan)","Africa",8.94162,34.0939,"komo1258","xom"
"xpe","Liberia Kpelle","Africa",6.92048,-9.96128,"libe1247","xpe"
"xtc","Katcha-Kadugli-Miri","Africa",10.8423,29.4914,"katc1249","xtc"
"yad","Yagua","South America",-3.42913,-72.2186,"yagu1244","yad"
"yaq","Yaqui","North America",29.9446,-110.681,"yaqu1251","yaq"
"ycn","Yucuna","South America",-0.76075,-71.0033,"yucu1253","ycn"
"yer","Tarok","Africa",8.98356,10.0288,"taro1263","yer"
"ygr","Yagaria","Papunesia",-6.32432,145.388,"yaga1260","ygr"
"yii","Yidiñ","Australia",-17.1332,145.876,"yidi1250","yii"
"ykg","Northern Yukaghir","Eurasia",65.3874,151.318,"nort2745","ykg"
"ynn","Yana","North America",39.2769,-121.608,"yana1271","ynn"
"yor","Yoruba","Africa",7.15345,3.67225,"yoru1245","yor"
"yrb","Yareba","Papunesia",-9.50651,148.605,"yare1248","yrb"
"yrk","Tundra Nenets","Eurasia",66.1775,71.0234,"nene1249","yrk"
"yss","Yessan-Mayo","Papunesia",-4.15721,142.574,"yess1239","yss"
"yua","Yucatec Maya","North America",18.7757,-88.9567,"yuca1254","yua"
"yuc","Yuchi","North America",35.96146,-95.03933,"yuch1247","yuc"
"yue","Yue Chinese","Eurasia",23,113,"yuec1235","yue"
"yul","Yulu","Africa",8.04124,23.6166,"yulu1243","yul"
"yva","Yawa","Papunesia",-1.77196,136.263,"nucl1454","yva"
"zne","Zande","Africa",4.62047,26.7157,"zand1248","zne"
"zoc","Copainalá Zoque","North America",17.2157,-93.3183,"copa1236","zoc"
"zul","Zulu","Africa",-25.3305,31.3512,"zulu1248","zul"
"zun","Zuni","North America",35.0056,-108.782,"zuni1245","zun"
"abi","Abidji","Africa",5.65656,-4.58421,"abid1235","abi"
"adj","Adioukrou","Africa",5.38228,-4.52522,"adio1239","adj"
"ajg","Aja (Benin)","Africa",7.06634,1.64992,"ajab1235","ajg"
"ajg","Aja (Benin)","Africa",7.06634,1.64992,"ajab1235","ajg"
"mtb","Anyin Morofo","Africa",6.1627,-4.64232,"anyi1244","mtb"
"ahl","Igo","Africa",7.25499,0.67846,"igoo1238","ahl"
"aka","Akan","Africa",6.34756,-1.33254,"akan1250","aka"
"bss","Akoose","Africa",4.9243,9.65522,"akoo1248","bss"
"anc","Ngas","Africa",9.32042,9.46146,"ngas1240","anc"
"cko","Anufo","Africa",10.2839,0.56021,"anuf1239","cko"
"apd","Sudanese Arabic","Africa",17.8021,33.3179,"suda1236","apd"
"avu","Avokaya","Africa",4.38639,29.9379,"avok1242","avu"
"bav","Vengo","Africa",6.11403,10.4137,"veng1238","bav"
"bfd","Bafut","Africa",6.14153,10.1194,"bafu1246","bfd"
"bkc","Baka (Cameroon)","Africa",2.16013,13.7804,"baka1272","bkc"
"bam","Bambara","Africa",12.0401,-9.98949,"bamb1269","bam"
"bfl","Banda-Ndélé","Africa",8.03339,23.9021,"band1345","bfl"
"bfl","Banda-Ndélé","Africa",8.03339,23.9021,"band1345","bfl"
"bza","Bandi","Africa",7.73729,-10.1684,"band1352","bza"
"bci","Baoulé","Africa",5.42509,-4.76565,"baou1238","bci"
"bba","Baatonum","Africa",9.63186,2.99607,"baat1238","bba"
"bas","Basa (Cameroon)","Africa",3.80765,10.4213,"basa1284","bas"
"bsq","Bassa","Africa",7.27501,-11.543,"nucl1418","bsq"
"bud","Ntcham","Africa",9.23971,0.599275,"ntch1242","bud"
"btg","Gagnoa Bété","Africa",6.10051,-5.9701,"gagn1235","btg"
"bkv","Bekwarra","Africa",6.73737,8.86489,"bekw1241","bkv"
"bom","Berom","Africa",9.67037,8.81221,"bero1242","bom"
"nhb","Beng","Africa",7.78122,-4.23539,"beng1286","nhb"
"bhy","Bhele","Africa",0.24553,28.6681,"bhel1238","bhy"
"beh","Biali","Africa",11.0382,1.08259,"bial1238","beh"
"bim","Bimoba","Africa",10.4575,0.06121,"bimo1239","bim"
"bib","Bissa","Africa",10.4257,-1.67332,"biss1248","bib"
"bbo","Northern Bobo Madaré","Africa",12.4182,-4.47538,"nort2819","bbo"
"bqc","Boko (Benin)","Africa",10.5189,3.71771,"boko1266","bqc"
"bzx","Hainyaxo Bozo","Africa",13.8734,-5.65085,"hain1253","bzx"
"bum","Bulu (Cameroon)","Africa",3.16141,11.6365,"bulu1251","bum"
"cme","Cerma","Africa",10.1245,-4.94917,"cerm1238","cme"
"ncu","Chumburung","Africa",8.15211,-0.2755,"chum1261","ncu"
"dbq","Daba","Africa",10.3521,13.6318,"nucl1683","dbq"
"dga","Central Dagaare","Africa",10.4226,-2.52265,"sout2789","dga"
"dgi","Northern Dagara","Africa",11.0441,-3.0124,"nort2780","dgi"
"dag","Dagbani","Africa",9.64745,-0.43227,"dagb1246","dag"
"daf","Dan","Africa",7.22812,-8.24535,"dann1241","daf"
"ada","Adangme","Africa",5.9437,0.13243,"adan1247","ada"
"dzg","Dazaga","Africa",15.7358,15.8517,"daza1242","dzg"
"luo","Luo (Kenya and Tanzania)","Africa",-0.93296,34.4896,"luok1236","luo"
"dic","Lakota Dida","Africa",5.86012,-5.40633,"lako1244","dic"
"dyu","Dyula","Africa",10.4536,-4.72007,"dyul1238","dyu"
"tbz","Ditammari","Africa",10.1614,1.18045,"dita1238","tbz"
"dow","Doyayo","Africa",8.68604,13.0768,"doya1240","dow"
"dts","Toro So Dogon","Africa",14.40749,-3.10006,"toro1252","dts"
"dua","Duala","Africa",4.10208,9.61877,"dual1243","dua"
"dug","Duruma","Africa",-4.09629,39.322,"duru1249","dug"
"igb","Ebira","Africa",8.15516,7.06183,"ebir1243","igb"
"ewe","Ewe","Africa",6.46061,0.814975,"ewee1241","ewe"
"bin","Bini","Africa",6.40701,5.70426,"bini1246","bin"
"eza","Ezaa","Africa",NA,NA,"ezaa1238","eza"
"etu","Ejagham","Africa",5.54442,8.90959,"ejag1239","etu"
"ema","Emai-Iuleha-Ora","Africa",7.09089,5.84494,"emai1241","ema"
"enn","Engenni","Africa",5.11931,6.37339,"enge1239","enn"
"ewo","Ewondo","Africa",4.21141,11.93646,"ewon1239","ewo"
"fmp","Fe'fe'","Africa",5.18158,10.1442,"fefe1239","fmp"
"fon","Fon","Africa",7.15484,1.66495,"fonn1241","fon"
"fub","Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub"
"fuq","Central-Eastern Niger Fulfulde","Africa",15.0907,8.43261,"cent2018","fuq"
"ffm","Maasina Fulfulde","Africa",11.1324,-3.64763,"maas1239","ffm"
"fuh","Western Niger Fulfulde","Africa",14.2471,-0.52004,"west2454","fuh"
"flr","Fuliiru","Africa",-3.04022,28.9865,"fuli1240","flr"
"gaa","Ga","Africa",5.65488,-0.18598,"gaaa1244","gaa"
"gng","Ngangam","Africa",10.2523,0.70509,"ngan1299","gng"
"gya","Northwest Gbaya","Africa",5.9503,15.2569,"nort2775","gya"
"gbp","Gbaya-Bossangoa","Africa",6.61896,17.645,"gbay1287","gbp"
"gej","Gen","Africa",6.25971,1.67727,"genn1243","gej"
"gej","Gen","Africa",6.25971,1.67727,"genn1243","gej"
"god","Godié","Africa",5.3944,-5.82696,"godi1239","god"
"gjn","Gonja","Africa",8.48801,-0.72757,"gonj1241","gjn"
"gbo","Northern Grebo","Africa",5.17103,-8.1409,"nort2810","gbo"
"gde","Gude","Africa",10.2138,13.403,"gude1246","gde"
"gux","Gourmanchéma","Africa",11.6711,1.28489,"gour1243","gux"
"hag","Hanga","Africa",9.33929,-1.57833,"hang1258","hag"
"hau","Hausa","Africa",11.1513,8.7804,"haus1257","hau"
"hau","Hausa","Africa",11.1513,8.7804,"haus1257","hau"
"ife","Ifè","Africa",7.63568,1.58494,"ifee1241","ife"
"ibo","Igbo","Africa",4.62705,7.23441,"nucl1417","ibo"
"ige","Igede","Africa",6.95522,8.27362,"iged1239","ige"
"ijs","Southeast Ijo","Africa",4.44235,6.32192,"sout2774","ijs"
"iqw","Ikwo","Africa",NA,NA,"ikwo1238","iqw"
"izz","Izi","Africa",6.33,8,"izii1239","izz"
"dyo","Jola-Fonyi","Africa",12.75752,-15.7354766667,"jola1263","dyo"
"bex","Jur Modo","Africa",6.03321,29.974,"jurm1239","bex"
"kbp","Kabiyé","Africa",8.96816,0.495023,"kabi1261","kbp"
"kkj","Kako","Africa",3.79989,15.6282,"kako1242","kkj"
"bqx","Baangi","Africa",10.8083,5.7261,"baan1242","bqx"
"knc","Central Kanuri","Africa",11.8863,16.3918,"cent2050","knc"
"kza","Western Karaboro","Africa",10.6298,-4.76482,"west2466","kza"
"kzr","Karang","Africa",8.01727,15.2114,"kara1478","kzr"
"xsm","Kasem","Africa",11.0824,-1.39076,"kase1253","xsm"
"xsm","Kasem","Africa",11.0824,-1.39076,"kase1253","xsm"
"ozm","Koonzime","Africa",3.25933,13.54152,"koon1245","ozm"
"kik","Kikuyu","Africa",-0.29005,36.719,"kiku1240","kik"
"kqs","Northern Kissi","Africa",8.7283,-10.4063,"nort2765","kqs"
"bkm","Kom (Cameroon)","Africa",6.2596,10.3348,"komc1235","bkm"
"kmw","Komo (Democratic Republic of Congo)","Africa",-0.76333,26.7144,"komo1260","kmw"
"xon","Konkomba","Africa",9.82224,0.2783,"konk1269","xon"
"xpe","Liberia Kpelle","Africa",6.92048,-9.96128,"libe1247","xpe"
"gkp","Guinea Kpelle","Africa",7.93196,-8.98843,"guin1254","gkp"
"krs","Gbaya (Sudan)","Africa",8.43391,25.5173,"gbay1288","krs"
"kri","Krio","Africa",10.8811,-14.3204,"krio1253","kri"
"ted","Tepo Krumen","Africa",5.16267,-7.66346,"tepo1239","ted"
"kuj","Kuria","Africa",-1.50636,34.5049,"kuri1259","kuj"
"kus","Kusaal","Africa",10.9703,-0.38756,"kusa1250","kus"
"las","Lama (Togo)","Africa",8.66954,0.833293,"lama1275","las"
"lln","Lele (Chad)","Africa",9.158,15.81149,"lele1276","lln"
"led","Lendu","Africa",2.1898,30.6794,"lend1245","led"
"lom","Loma (Liberia)","Africa",7.91585,-9.69906,"loma1260","lom"
"lok","Loko","Africa",9.11838,-12.1583,"loko1255","lok"
"lig","Ligbi","Africa",7.94291,-2.56353,"ligb1244","lig"
